BOOK,X,Y,FACET,TEXT
Islands of the World Vol. 2,624,254,tok,East Homare's Nail
Islands of the World Vol. 2,627,246,tok,West Homare's Nail
Islands of the World Vol. 2,1011,1135,tok,Flying Fish Isle
Islands of the World Vol. 2,971,1147,tok,Pin Isle
Islands of the World Vol. 2,991,1160,tok,Smokebomb Isle
Islands of the World Vol. 2,976,1166,tok,Yoshi's Bow
Player Ran Establishments,1930,1046,tra,KOV Guildhall
Player Ran Establishments,1058,508,mal,Insane Asylum
Player Ran Establishments,1757,1255,mal,The Silver Manacle
Player Ran Establishments,633,1090,mal,Average Joe's
Player Ran Establishments,649,1151,mal,The Cartographers Archives
Player Ran Establishments,1014,422,mal,Temp House
Player Ran Establishments,820,950,fel,"Guardians of Yew Guildhall, GoY"
Player Ran Establishments,3015,3562,fel,OSS Recruitment Post
Player Ran Establishments,1018,422,mal,Temp House
Player Ran Establishments,3172,804,tra,The Opera House
Player Ran Establishments,1439,895,tra,Goldenbeard's Workshop
3000-3500 Felucca,3018,100,fel,"3000, 100"
3000-3500 Felucca,3000,200,fel,"3000, 200"
3000-3500 Felucca,3000,300,fel,"3000, 300"
3000-3500 Felucca,3000,400,fel,"3000, 400"
3000-3500 Felucca,3000,510,fel,"3000, 500"
3000-3500 Felucca,3000,599,fel,"3000, 600"
3000-3500 Felucca,3000,690,fel,"3000, 700"
3000-3500 Felucca,3103,54,fel,"3100, 50"
3000-3500 Felucca,3100,100,fel,"3100, 100"
3000-3500 Felucca,3100,200,fel,"3100, 200"
3000-3500 Felucca,3090,300,fel,"3100, 300"
3000-3500 Felucca,3100,400,fel,"3100, 400"
3000-3500 Felucca,3100,500,fel,"3100, 500"
3000-3500 Felucca,3100,599,fel,"3100, 600"
3000-3500 Felucca,3103,701,fel,"3100, 700"
3000-3500 Felucca,3196,30,fel,"3200, 30"
3000-3500 Felucca,3185,98,fel,"3200, 100"
3000-3500 Felucca,3199,132,fel,"3200, 130"
3000-3500 Felucca,3200,200,fel,"3200, 200"
3000-3500 Felucca,3200,300,fel,"3200, 300"
3000-3500 Felucca,3200,400,fel,"3200, 400"
3000-3500 Felucca,3200,500,fel,"3200, 500"
3000-3500 Felucca,3200,599,fel,"3200, 600"
3000-3500 Felucca,3200,700,fel,"3200, 700"
3000-3500 Felucca,3200,796,fel,"3200, 800"
3000-3500 Felucca,3277,103,fel,"3300, 100"
3000-3500 Felucca,3299,186,fel,"3300, 200"
3000-3500 Felucca,3300,300,fel,"3300, 300"
3000-3500 Felucca,3300,400,fel,"3300, 400"
3000-3500 Felucca,3300,496,fel,"3300, 500"
3000-3500 Felucca,3300,599,fel,"3300, 600"
3000-3500 Felucca,3297,700,fel,"3300, 700"
3000-3500 Felucca,3400,200,fel,"3400, 200"
3000-3500 Felucca,3400,299,fel,"3400, 300"
3000-3500 Felucca,3400,400,fel,"3400, 400"
3000-3500 Felucca,3399,498,fel,"3400, 500"
3000-3500 Felucca,3400,600,fel,"3400, 600"
3000-3500 Felucca,3400,673,fel,"3400, 700"
3000-3500 Felucca,3426,105,fel,"3500, 100"
3000-3500 Felucca,3486,200,fel,"3500, 200"
3000-3500 Felucca,3500,300,fel,"3500, 300"
3000-3500 Felucca,3513,378,fel,"3500, 400"
Comprehensive Guild to Ilshenar Vol. 2,1233,544,ils,Compassion Gypsy Healer
Comprehensive Guild to Ilshenar Vol. 2,1228,553,ils,Compassion Gypsy Bank
Comprehensive Guild to Ilshenar Vol. 2,1230,563,ils,Compassion Gypsy Stable
Comprehensive Guild to Ilshenar Vol. 2,1238,585,ils,Central Ilshenar Pass
Comprehensive Guild to Ilshenar Vol. 2,1255,589,ils,Compassion Gypsy Tinker
Comprehensive Guild to Ilshenar Vol. 2,1261,586,ils,Compassion Gypsy Blacksmith
Comprehensive Guild to Ilshenar Vol. 2,1390,433,ils,Compassion Gypsy Stable
Comprehensive Guild to Ilshenar Vol. 2,1396,439,ils,Compassion Gypsy Mage
Comprehensive Guild to Ilshenar Vol. 2,1399,434,ils,Compassion Gypsy Butcher
Comprehensive Guild to Ilshenar Vol. 2,1407,431,ils,Compassion Gypsy Healer
Comprehensive Guild to Ilshenar Vol. 2,1473,322,ils,Ancient Wyrm's Lair
Comprehensive Guild to Ilshenar Vol. 2,1668,295,ils,Montor
Comprehensive Guild to Ilshenar Vol. 2,1756,174,ils,Abyss
Comprehensive Guild to Ilshenar Vol. 2,1785,571,ils,Rock Dungeon
Comprehensive Guild to Ilshenar Vol. 2,1638,594,ils,Montor Desert
Comprehensive Guild to Ilshenar Vol. 2,1621,554,ils,Montor Desert Inn
Comprehensive Guild to Ilshenar Vol. 2,1613,556,ils,Montor Desert Bank
Comprehensive Guild to Ilshenar Vol. 2,1602,551,ils,Montor Desert Tailor
Comprehensive Guild to Ilshenar Vol. 2,1605,542,ils,Montor Desert Jeweler
Comprehensive Guild to Ilshenar Vol. 2,1601,544,ils,Montor Desert Provisioner
Comprehensive Guild to Ilshenar Vol. 2,1514,623,ils,Montor Desert Healer
Comprehensive Guild to Ilshenar Vol. 2,1514,612,ils,Montor Desert Baker
Comprehensive Guild to Ilshenar Vol. 2,1506,614,ils,Montor Desert Mage
Comprehensive Guild to Ilshenar Vol. 2,1502,618,ils,Montor Desert Stable
Comprehensive Guild to Ilshenar Vol. 2,1502,618,ils,Montor Desert Armory
Comprehensive Guild to Ilshenar Vol. 2,1525,565,ils,Ancient Citadel
Comprehensive Guild to Ilshenar Vol. 2,1351,661,ils,Glacier
Comprehensive Guild to Ilshenar Vol. 2,1071,300,ils,Pass of Karnaugh
Comprehensive Guild to Ilshenar Vol. 2,777,216,ils,Cyclopse Camp
Comprehensive Guild to Ilshenar Vol. 2,682,305,ils,Valor Forest Healer's Hut
Comprehensive Guild to Ilshenar Vol. 2,695,322,ils,Valor Forest
Comprehensive Guild to Ilshenar Vol. 2,484,355,ils,Valor Champ Spawn
Comprehensive Guild to Ilshenar Vol. 2,289,537,ils,Valor Jungle Healer's Hut
Comprehensive Guild to Ilshenar Vol. 2,487,543,ils,Bandit Town
Comprehensive Guild to Ilshenar Vol. 2,575,540,ils,Bandit Town Healer's Hut
Comprehensive Guild to Ilshenar Vol. 2,727,471,ils,Stepping Stones
Comprehensive Guild to Ilshenar Vol. 2,756,502,ils,Memorial to Gwenno
Comprehensive Guild to Ilshenar Vol. 2,650,667,ils,Deuce's Vinculum Inn
Comprehensive Guild to Ilshenar Vol. 2,709,668,ils,Gargoyle Mining Pass
Comprehensive Guild to Ilshenar Vol. 2,867,464,ils,Undead Camp
Comprehensive Guild to Ilshenar Vol. 2,914,450,ils,Gargoyle Mining Camp
Comprehensive Guild to Ilshenar Vol. 2,885,518,ils,Lava Ruin
Comprehensive Guild to Ilshenar Vol. 2,940,503,ils,Dragon Egg
Comprehensive Guild to Ilshenar Vol. 2,946,639,ils,Clockwork Exodus Boss
Comprehensive Guild to Ilshenar Vol. 2,970,639,ils,Central Ilshenar Desert
Comprehensive Guild to Ilshenar Vol. 2,949,758,ils,Elemental Valley
Comprehensive Guild to Ilshenar Vol. 2,832,777,ils,Exodus Dungeon
Comprehensive Guild to Ilshenar Vol. 2,1033,708,ils,Tribal Berry
Wind (Felucca),0,0,fel,Alchemist of Wind
Wind (Felucca),0,0,fel,Bunkhouse
Wind (Felucca),0,0,fel,Dining Room
Wind (Felucca),0,0,fel,Dragons & Daemons
Wind (Felucca),0,0,fel,Exit
Wind (Felucca),1362,886,fel,Felucca Entrance
Wind (Felucca),0,0,fel,Liches
Wind (Felucca),0,0,fel,Mage's Appetite
Wind (Felucca),0,0,fel,Mage's Things
Wind (Felucca),0,0,fel,Magical Supplies
Wind (Felucca),0,0,fel,Seat of Knowledge
Wind (Felucca),0,0,fel,Seeker's Inn
Wind (Felucca),0,0,fel,The Learned Mage
Wind (Felucca),0,0,fel,Wind Alchemy
Wind (Felucca),0,0,fel,Windy Clothes
Wind (Felucca),0,0,fel,Wind Healer
Wind (Felucca),0,0,fel,Windy Inn
Wind (Felucca),0,0,fel,Wind Park
1600 Felucca,1606,300,fel,"1600, 300"
1600 Felucca,1600,500,fel,"1600, 500"
1600 Felucca,1600,599,fel,"1600, 600"
1600 Felucca,1600,700,fel,"1600, 700"
1600 Felucca,1600,800,fel,"1600, 800"
1600 Felucca,1600,855,fel,"1600, 900"
1600 Felucca,1600,1238,fel,"1600, 1200"
1600 Felucca,1600,1300,fel,"1600, 1300"
1600 Felucca,1600,1400,fel,"1600, 1400"
1600 Felucca,1601,1500,fel,"1600, 1500"
1600 Felucca,1600,1600,fel,"1600, 1600"
1600 Felucca,1600,1700,fel,"1600, 1700"
1600 Felucca,1599,1777,fel,"1600, 1800"
1600 Felucca,1593,1900,fel,"1600, 1900"
1600 Felucca,1607,2100,fel,"1600, 2100"
1600 Felucca,1600,2200,fel,"1600, 2200"
1600 Felucca,1600,2300,fel,"1600, 2300"
1600 Felucca,1600,2400,fel,"1600, 2400"
1600 Felucca,1600,2500,fel,"1600, 2500"
1600 Felucca,1600,2600,fel,"1600, 2600"
1600 Felucca,1600,2700,fel,"1600, 2700"
1600 Felucca,1600,2800,fel,"1600, 2800"
1600 Felucca,1600,2900,fel,"1600, 2900"
1600 Felucca,1600,3000,fel,"1600, 3000"
1600 Felucca,1600,3100,fel,"1600, 3100"
1600 Felucca,1600,3200,fel,"1600, 3200"
1600 Felucca,1600,3300,fel,"1600, 3300"
1600 Felucca,1600,3400,fel,"1600, 3400"
1600 Felucca,1600,3521,fel,"1600, 3500"
2100-2400 Trammel,2100,100,tra,"2100, 100"
2100-2400 Trammel,2100,200,tra,"2100, 200"
2100-2400 Trammel,2118,303,tra,"2100, 300"
2100-2400 Trammel,2100,401,tra,"2100, 400"
2100-2400 Trammel,2100,501,tra,"2100, 500"
2100-2400 Trammel,2099,600,tra,"2100, 600"
2100-2400 Trammel,2100,700,tra,"2100, 700"
2100-2400 Trammel,2100,800,tra,"2100, 800"
2100-2400 Trammel,2100,900,tra,"2100, 900"
2100-2400 Trammel,2097,1288,tra,"2100, 1300"
2100-2400 Trammel,2100,2300,tra,"2100, 2300"
2100-2400 Trammel,2122,2411,tra,"2100, 2400"
2100-2400 Trammel,2100,3000,tra,"2100, 3000"
2100-2400 Trammel,2126,3117,tra,"2100, 3100"
2100-2400 Trammel,2100,3200,tra,"2100, 3200"
2100-2400 Trammel,2099,3400,tra,"2100, 3400"
2100-2400 Trammel,2100,3601,tra,"2100, 3600"
2100-2400 Trammel,2200,301,tra,"2200, 300"
2100-2400 Trammel,2200,500,tra,"2200, 500"
2100-2400 Trammel,2200,600,tra,"2200, 600"
2100-2400 Trammel,2200,800,tra,"2200, 800"
2100-2400 Trammel,2200,905,tra,"2200, 900"
2100-2400 Trammel,2200,3400,tra,"2200, 3400"
2100-2400 Trammel,2331,100,tra,"2300, 100"
2100-2400 Trammel,2345,201,tra,"2300, 200"
2100-2400 Trammel,2301,600,tra,"2300, 600"
2100-2400 Trammel,2300,700,tra,"2300, 700"
2100-2400 Trammel,2300,800,tra,"2300, 800"
2100-2400 Trammel,2301,900,tra,"2300, 900"
2100-2400 Trammel,2300,1000,tra,"2300, 1000"
2100-2400 Trammel,2300,1100,tra,"2300, 1100"
2100-2400 Trammel,2300,1193,tra,"2300, 1200"
2100-2400 Trammel,2409,222,tra,"2400, 200"
2100-2400 Trammel,2400,700,tra,"2400, 700"
2100-2400 Trammel,2400,800,tra,"2400, 800"
2100-2400 Trammel,2400,1000,tra,"2400, 1000"
2100-2400 Trammel,2400,1100,tra,"2400, 1100"
2100-2400 Trammel,2400,1201,tra,"2400, 1200"
700-800 Trammel,700,634,tra,"700, 600"
700-800 Trammel,700,700,tra,"700, 700"
700-800 Trammel,700,800,tra,"700, 800"
700-800 Trammel,700,900,tra,"700, 900"
700-800 Trammel,700,1000,tra,"700, 1000"
700-800 Trammel,700,1100,tra,"700, 1100"
700-800 Trammel,700,1200,tra,"700, 1200"
700-800 Trammel,700,1300,tra,"700, 1300"
700-800 Trammel,700,1400,tra,"700, 1400"
700-800 Trammel,700,1501,tra,"700, 1500"
700-800 Trammel,701,1562,tra,"700, 1600"
700-800 Trammel,690,1700,tra,"700, 1700"
700-800 Trammel,715,1800,tra,"700, 1800"
700-800 Trammel,703,1900,tra,"700, 1900"
700-800 Trammel,723,1999,tra,"700, 2000"
700-800 Trammel,800,435,tra,"800, 400"
700-800 Trammel,800,500,tra,"800, 500"
700-800 Trammel,800,600,tra,"800, 600"
700-800 Trammel,800,710,tra,"800, 700"
700-800 Trammel,800,800,tra,"800, 800"
700-800 Trammel,800,900,tra,"800, 900"
700-800 Trammel,800,1000,tra,"800, 1000"
700-800 Trammel,800,1100,tra,"800, 1100"
700-800 Trammel,800,1200,tra,"800, 1200"
700-800 Trammel,800,1300,tra,"800, 1300"
700-800 Trammel,800,1400,tra,"800, 1400"
700-800 Trammel,800,1500,tra,"800, 1500"
700-800 Trammel,800,1600,tra,"800, 1600"
700-800 Trammel,800,1700,tra,"800, 1700"
700-800 Trammel,801,1800,tra,"800, 1800"
700-800 Trammel,800,1900,tra,"800, 1900"
700-800 Trammel,800,2000,tra,"800, 2000"
700-800 Trammel,800,2103,tra,"800, 2100"
700-800 Trammel,800,2200,tra,"800, 2200"
700-800 Trammel,800,2300,tra,"800, 2300"
700-800 Trammel,801,2393,tra,"800, 2400"
Farms,1224,1700,tra,Britain Farms
Farms,1221,1699,fel,Britain Farms
Farms,827,2325,tra,Skara Brae Farms
Farms,811,2310,fel,Skara Brae Farms
Farms,657,2523,tra,Delucia Farms
Farms,657,2523,fel,Delucia Farms
Farms,668,952,tra,Yew Sheep Farm
Farms,686,1009,tra,Yew Square Farms
Farms,559,1236,tra,Yew Farm (East)
Farms,384,1203,tra,Yew Farm (West)
Farms,669,1192,fel,Yew Sheep Farm
Farms,686,1009,fel,Yew Square Farms
Farms,558,1232,fel,Yew Farm (East)
Farms,383,1197,fel,Yew Farm (West)
Farms,3723,2589,tra,New Haven Farms
Farms,3730,2678,fel,Ocllo Farms
Farms,4567,1472,tra,Moonglow Farm
Farms,4568,1473,fel,Moonglow Farm
Monster Guide C-E,3785,1096,tra,Crystal Sea Serpent
Monster Guide C-E,3785,1096,tra,Crystal Vortex
Monster Guide C-E,3785,1096,tra,Crystal Wisp
Monster Guide C-E,1267,2328,fel,Cursed (Undead Brigand)
Monster Guide C-E,467,1544,ils,Cu Sidhe
Monster Guide C-E,907,1361,ils,Cyclopean Warrior
Monster Guide C-E,588,1644,tra,Coil
Monster Guide C-E,0,0,tra,Cora the Sorceress
Monster Guide C-E,999,627,mal,Corgul the Soulbinder
Monster Guide C-E,2160,951,ils,Daemon
Monster Guide C-E,2386,836,tra,Daemon Mongbat
Monster Guide C-E,412,253,mal,Dark Father
Monster Guide C-E,412,253,mal,Dark Guardian
Monster Guide C-E,1301,1080,tra,Darkmane
Monster Guide C-E,412,253,mal,Darknight Creeper
Monster Guide C-E,0,0,fel,Dark Wisp
Monster Guide C-E,2498,921,tra,Dazzled Harpy
Monster Guide C-E,739,982,tok,Deathwatch Beetle
Monster Guide C-E,739,982,tok,Deathwatch Beetle Hatchling
Monster Guide C-E,1506,3679,tra,Deep Sea Serpent
Monster Guide C-E,2042,218,tra,Demonic Jailor
Monster Guide C-E,1301,1078,tra,Dendrite
Monster Guide C-E,479,179,mal,Devourer of Souls
Monster Guide C-E,38,40,ter,Devourer of Souls[Renowned]
Monster Guide C-E,0,0,tra,Diseased Blood Elemental
Monster Guide C-E,2386,836,tra,Diseased Lich
Monster Guide C-E,1301,1078,tra,Divine Guardian
Monster Guide C-E,813,777,ils,Doppleganger
Monster Guide C-E,1176,2637,tra,Dragon
Monster Guide C-E,1176,2637,tra,Drake
Monster Guide C-E,1456,1475,ils,Dread Horn
Monster Guide C-E,1419,911,ils,Dread Spider
Monster Guide C-E,999,627,mal,Dread War Horse*
Monster Guide C-E,0,0,fel,Dream Wraith
Monster Guide C-E,1456,1475,ils,Dryad
Monster Guide C-E,1032,1156,ils,Dull Copper Elemental
Monster Guide C-E,0,0,tra,Earth Elemental
Monster Guide C-E,1301,1078,tra,Echidnite
Monster Guide C-E,996,3846,ter,Effete Putrid Gargoyle
Monster Guide C-E,996,3846,ter,Effete Undead Gargoyle
Monster Guide C-E,0,0,tra,Efreet
Monster Guide C-E,0,0,tra,Elder Gazer
Monster Guide C-E,1346,766,tok,Elite Ninja
Monster Guide C-E,999,627,mal,Enraged Earth Elemental*
Monster Guide C-E,999,627,mal,Enraged Colossus*
Monster Guide C-E,1520,1418,fel,Enslaved Gargoyle
Monster Guide C-E,38,38,ter,Enslaved Gray Goblin
Monster Guide C-E,38,38,ter,Enslaved Green Goblin
Blighted Grove Entry (Quest),564,1651,tra,Jamal the Fisherman
Blighted Grove Entry (Quest),1355,3752,fel,Ioseph the Exporter
Hag Quest (Quest),851,1550,tra,Grizelda the Hag
Hag Quest (Quest),2111,834,ils,Imps
Hag Quest (Quest),899,2411,tra,Flute Spot
Hag Quest (Quest),766,2364,tra,Rabbits
Hag Quest (Quest),849,1554,tra,Fresh Mushroom
Hag Quest (Quest),1234,1590,tra,Chicken
Hag Quest (Quest),868,659,tra,Chicken and Deer
Hag Quest (Quest),665,952,tra,Sheep
Hag Quest (Quest),0,0,tra,Rats and Frogs
Hag Quest (Quest),3461,2429,tra,Mongbats
Hag Quest (Quest),1248,1509,ils,Lava Lizards
Hag Quest (Quest),1992,1069,tra,Slimes
Hag Quest (Quest),1381,1494,tra,Wraiths and Ghouls
Hag Quest (Quest),1992,1069,tra,Swamp Water
Hag Quest (Quest),1380,1444,tra,Bones from Hallowed Ground
Hag Quest (Quest),2688,2233,tra,Captain Blackheart
Hag Quest (Quest),1422,1745,tra,Starchart
600-900 Malas,621,1399,mal,"600, 1400"
600-900 Malas,615,1498,mal,"600, 1500"
600-900 Malas,700,400,mal,"700, 400"
600-900 Malas,700,500,mal,"700, 500"
600-900 Malas,700,814,mal,"700, 800"
600-900 Malas,700,900,mal,"700, 900"
600-900 Malas,700,1000,mal,"700, 1000"
600-900 Malas,700,1100,mal,"700, 1100"
600-900 Malas,700,1200,mal,"700, 1200"
600-900 Malas,701,1306,mal,"700, 1300"
600-900 Malas,684,1401,mal,"700, 1400"
600-900 Malas,816,101,mal,"800, 100"
600-900 Malas,800,200,mal,"800, 200"
600-900 Malas,800,400,mal,"800, 400"
600-900 Malas,800,500,mal,"800, 500"
600-900 Malas,800,606,mal,"800, 600"
600-900 Malas,800,800,mal,"800, 800"
600-900 Malas,800,900,mal,"800, 900"
600-900 Malas,800,1000,mal,"800, 1000"
600-900 Malas,800,1100,mal,"800, 1100"
600-900 Malas,800,1196,mal,"800, 1200"
600-900 Malas,800,1300,mal,"800, 1300"
600-900 Malas,800,1400,mal,"800, 1400"
600-900 Malas,800,1496,mal,"800, 1500"
600-900 Malas,887,102,mal,"900, 100"
600-900 Malas,900,201,mal,"900, 200"
600-900 Malas,900,300,mal,"900, 300"
600-900 Malas,900,400,mal,"900, 400"
600-900 Malas,901,500,mal,"900, 500"
600-900 Malas,900,600,mal,"900, 600"
600-900 Malas,900,700,mal,"900, 700"
600-900 Malas,900,810,mal,"900, 800"
600-900 Malas,900,900,mal,"900, 900"
600-900 Malas,900,1000,mal,"900, 1000"
600-900 Malas,900,1100,mal,"900, 1100"
600-900 Malas,900,1200,mal,"900, 1200"
600-900 Malas,900,1300,mal,"900, 1300"
600-900 Malas,900,1400,mal,"900, 1400"
600-900 Malas,900,1500,mal,"900, 1500"
Moonglow (Felucca),4528,1069,fel,Academy of Arts
Moonglow (Felucca),4468,1490,fel,Council of Mages
Moonglow (Felucca),4477,1130,fel,Counselor's Guild
Moonglow (Felucca),4547,872,fel,Encyclopedia Magicka
Moonglow (Felucca),4478,1092,fel,Farmer's Market
Moonglow (Felucca),4400,1132,fel,Fatted Calf
Moonglow (Felucca),4469,1176,fel,First Bank of Moonglow and Tinkersguild
Moonglow (Felucca),4419,1136,fel,Herbal Splendor
Moonglow (Felucca),4632,1200,fel,Illusionist's Guild
Moonglow (Felucca),4308,1012,fel,Lycaeum
Moonglow (Felucca),4390,1072,fel,Mage's Bread
Moonglow (Felucca),4414,1096,fel,Mage's Seat
Moonglow (Felucca),4400,1115,fel,Mighty Axe
Moonglow (Felucca),4544,1336,fel,Moonglow Cemetery
Moonglow (Felucca),4403,1049,fel,Moonglow Docks
Moonglow (Felucca),4451,1096,fel,Moonglow's Finest Alchemy
Moonglow (Felucca),4396,1088,fel,Moonglow Healer
Moonglow (Felucca),4424,1108,fel,Moonglow Reagent Shop
Moonglow (Felucca),4483,1072,fel,Moonglow Student Hostel
Moonglow (Felucca),4537,1381,fel,Royal Zoo
Moonglow (Felucca),4459,1072,fel,Scholar's Cut
Moonglow (Felucca),4424,1062,fel,Scholar's Goods
Moonglow (Felucca),4407,1168,fel,Scholar's Inn
Moonglow (Felucca),4436,1168,fel,Second Defense Armory
Moonglow (Felucca),4686,1423,fel,Sorcerer's Guild
Moonglow (Felucca),4707,1124,fel,Telescope
Vesper (Trammel),2840,873,tra,Adventurer's Friend
Vesper (Trammel),2977,640,tra,Adventurers Supplies
Vesper (Trammel),2621,977,tra,To Buc's Den
Vesper (Trammel),2894,664,tra,Bubbling Brew
Vesper (Trammel),2958,712,tra,Busy Bees
Vesper (Trammel),3000,777,tra,Butcher's Knife
Vesper (Trammel),2856,910,tra,Champions of Light
Vesper (Trammel),2919,680,tra,Circles of Magic
Vesper (Trammel),2905,720,tra,Colored Canvas
Vesper (Trammel),2848,929,tra,Counselor's Guild
Vesper (Trammel),3019,768,tra,Farmer's Market
Vesper (Trammel),2976,817,tra,Fishermen's Guild
Vesper (Trammel),3024,777,tra,Fisherman's Wharf
Vesper (Trammel),2904,794,tra,Gadget's Corner
Vesper (Trammel),2913,808,tra,Hammer and Nail
Vesper (Trammel),2928,852,tra,Healer of Vesper
Vesper (Trammel),2769,976,tra,Ironwood Inn
Vesper (Trammel),2857,856,tra,Ironworks
Vesper (Trammel),2777,895,tra,To Lost Cemetery
Vesper (Trammel),2912,680,tra,Magical Light
Vesper (Trammel),3000,833,tra,Magician's Friend
Vesper (Trammel),2993,824,tra,Majestic Boat
Vesper (Trammel),2916,905,tra,Marsh Hall
Vesper (Trammel),2896,673,tra,Mint of Vesper
Vesper (Trammel),2904,737,tra,Musician's Hall
Vesper (Trammel),2864,731,tra,Ore of Vesper
Vesper (Trammel),2860,801,tra,Ranger's Tool
Vesper (Trammel),2888,721,tra,Shimmering Jewel
Vesper (Trammel),2969,624,tra,Spinning Wheel
Vesper (Trammel),2840,873,tra,Spinning Wheel (South)
Vesper (Trammel),2863,989,tra,Tanner's Shop
Vesper (Trammel),2995,768,tra,Twisted Oven
Vesper (Trammel),2784,866,tra,Vesper Cemetery
Vesper (Trammel),2952,929,tra,Vesper Customs
Vesper (Trammel),3009,824,tra,Vesper Docks
Vesper (Trammel),2752,982,tra,Vesper Guard Tower
Vesper (Trammel),2920,963,tra,Vesper Museum
Vesper (Trammel),2976,875,tra,Vesper Youth Hostel
Vesper (Trammel),2840,801,tra,Warrior's Companion
Vesper (Trammel),3014,793,tra,Wharf Docks
Jhelom (Trammel),1360,3786,tra,Adventurer's Needle
Jhelom (Trammel),1368,3733,tra,Baker's Dozen
Jhelom (Trammel),1368,3713,tra,Brothers in Arms
Jhelom (Trammel),1472,3872,tra,Call to Arms
Jhelom (Trammel),1425,3704,tra,Counselor's Guild
Jhelom (Trammel),1362,3768,tra,Deadly Intentions
Jhelom (Trammel),1424,3745,tra,Dueling Pit
Jhelom (Trammel),1400,3825,tra,Farmer's Market
Jhelom (Trammel),1464,4024,tra,Finest Cuts
Jhelom (Trammel),1385,3712,tra,First Defense
Jhelom (Trammel),1425,3824,tra,From Tree to Yew
Jhelom (Trammel),1411,3808,tra,Gadgets and Things
Jhelom (Trammel),1440,3864,tra,Hand of Death
Jhelom (Trammel),1433,3776,tra,Horse's Head
Jhelom (Trammel),1449,3864,tra,Jhelom Armory
Jhelom (Trammel),1328,3771,tra,Jhelom Bank and Jeweler
Jhelom (Trammel),1139,3600,tra,Jhelom Bull Farm
Jhelom (Trammel),1293,3721,tra,Jhelom Cemetery
Jhelom (Trammel),1336,3767,tra,Jhelom City Stone
Jhelom (Trammel),1489,3696,tra,Jhelom Docks (East)
Jhelom (Trammel),1127,3681,tra,Jhelom Docks (North)
Jhelom (Trammel),1502,3990,tra,Jhelom Docks (South)
Jhelom (Trammel),1372,3887,tra,Jhelom Docks (West)
Jhelom (Trammel),1409,3792,tra,Jhelom Healer
Jhelom (Trammel),1400,3769,tra,Jhelom Library
Jhelom (Trammel),1426,3992,tra,Jhelom Mage
Jhelom (Trammel),1458,4008,tra,Jhelom's Finest Tailoring
Jhelom (Trammel),1368,3829,tra,Morning Star Inn
Jhelom (Trammel),1434,3800,tra,Needful Things
Jhelom (Trammel),1440,3746,tra,Ocean's Treasure
Jhelom (Trammel),1442,3992,tra,Pearl of Jhelom
Jhelom (Trammel),1440,4009,tra,Performing Arts Center
Jhelom (Trammel),1449,3753,tra,Sailor's Keeper
Jhelom (Trammel),1448,3721,tra,Second Skin
Jhelom (Trammel),1476,3704,tra,Town Gate (East)
Jhelom (Trammel),1388,3868,tra,Town Gate (South)
Jhelom (Trammel),1424,3859,tra,Warrior's Bounty
Khaldun/Doom/Kotl,2368,1282,mal,Treasures of Doom
Khaldun/Doom/Kotl,489,1608,ter,Treasures of Kotl
Khaldun/Doom/Kotl,492,1614,ter,Kotl Entrance
Khaldun/Doom/Kotl,0,0,tra,Khaldun Entrance
Khaldun/Doom/Kotl,0,0,fel,Khaldun Entrance
Khaldun/Doom/Kotl,0,0,tra,Khaldun Champ (S)
Khaldun/Doom/Kotl,0,0,fel,Khaldun Champ (S)
Khaldun/Doom/Kotl,0,0,tra,Hidden Chest 1
Khaldun/Doom/Kotl,0,0,tra,Hidden Chest 2
Khaldun/Doom/Kotl,0,0,tra,Hidden Chest 3
Khaldun/Doom/Kotl,0,0,tra,Hidden Chest 4
Khaldun/Doom/Kotl,0,0,tra,Hidden Chest 5
Khaldun/Doom/Kotl,0,0,fel,Hidden Chest 1
Khaldun/Doom/Kotl,0,0,fel,Hidden Chest 2
Khaldun/Doom/Kotl,0,0,fel,Hidden Chest 3
Khaldun/Doom/Kotl,0,0,fel,Hidden Chest 4
Khaldun/Doom/Kotl,0,0,fel,Hidden Chest 5
Khaldun/Doom/Kotl,725,1045,tok,ToFL Turn In
Khaldun/Doom/Kotl,1999,78,tra,Tears Trader
Khaldun/Doom/Kotl,1999,78,tra,Ice Totd
Khaldun/Doom/Kotl,1999,81,fel,Ice Totd
Khaldun/Doom/Kotl,4721,3820,tra,ToH Trader
Khaldun/Doom/Kotl,4721,3817,fel,ToH Trader
Comprehensive Guide to Eodon,267,1743,ter,Eodonian Allegiance Idol
Comprehensive Guide to Eodon,173,1813,ter,Myrmidex Allegiance Idol
Comprehensive Guide to Eodon,592,1851,ter,Temple
Comprehensive Guide to Eodon,490,1855,ter,Pyramid
Comprehensive Guide to Eodon,486,1856,ter,Zipactriotl's Chamber
Comprehensive Guide to Eodon,694,2098,ter,Jukari Tribe
Comprehensive Guide to Eodon,787,2124,ter,Sulpher Pits
Comprehensive Guide to Eodon,879,2102,ter,Great Volcano
Comprehensive Guide to Eodon,505,2192,ter,Shadowguard
Comprehensive Guide to Eodon,664,1730,ter,Barako Tribe
Comprehensive Guide to Eodon,731,1604,ter,Cave of the Great Ape
Comprehensive Guide to Eodon,516,1753,ter,Drum Hill
Comprehensive Guide to Eodon,347,1862,ter,Kurak Tribe
Comprehensive Guide to Eodon,363,1913,ter,Tiger Cub Pens
Comprehensive Guide to Eodon,260,1744,ter,Britannian Encampment
